#;PROVINCIA ;MUNICIPIO;ZONAS ;PUESTO;MESAS ;VOTACION JR;VOTACION TOTAL 
381;SOACHA ;SOACHA ;6;I.E. LAS VILLAS-SEDE LIBERTADORES ;16;44;2745
382;SOACHA ;SOACHA ;6;I.E. LAS VILLAS - SEDE BARON DEL SOL;26;62;4976
383;SOACHA ;SOACHA ;6;I.E. SAN MATEO - MARISCAL SUCRE ;14;0;2704
384;SOACHA ;SOACHA ;6;I.E. SOACHA PARA VIVIR MEJOR ;1;0;166
385;SOACHA ;SOACHA ;6;I.E. SOL NACIENTE ;26;0;5018
386;SOACHA ;SOACHA ;6;SALON COMUNAL ALTOS DE LA FLORIDA ;2;32;291
387;SOACHA ;SOACHA ;90;COLEGIO BOLIVAR PRIMARIA ;12;33;2908
388;SOACHA ;SOACHA ;99;I.E. EUGENIO DIAZ CASTRO SAN JORGE ;3;10;297
389;SOACHA ;SOACHA ;99;I.E. EUGENIO DIAZ CASTRO SEDE CHACUA ;1;5;228
390;SOACHA ;SOACHA ;99;I.E. EUGENIO DIAZ CASTRO SEDE PRIMARIA ;3;5;560
391;SABANA CENTRO ;SOPO ;0;CABECERA MUNICIPAL ;51;195;10209
392;SABANA CENTRO ;SOPO ;99;BRICEÑO ;5;22;1041
393;SABANA CENTRO ;SOPO ;99;VIOLETA ;1;0;82
394;SABANA OCCIDENTE ;SUBACHOQUE ;0;CABECERA MUNICIPAL ;32;416;5360
395;SABANA OCCIDENTE ;SUBACHOQUE ;99;EL GUAMAL ;1;2;118
396;SABANA OCCIDENTE ;SUBACHOQUE ;99;LA PRADERA ;3;63;511
397;ALMEIDAS;SUESCA ;0;CABECERA MUNICIPAL ;30;207;5716
398;ALMEIDAS;SUESCA ;99;HATO GRANDE ;2;5;310
399;ALMEIDAS;SUESCA ;99;SANTA ROSITA ;1;0;190
400;GUALIVA ;SUPATA;0;CABECERA MUNICIPAL ;13;371;1909
401;UBATE;SUSA;0;CABECERA MUNICIPAL ;16;135;2398
402;UBATE;SUTATAUSA ;0;CABECERA MUNICIPAL ;10;146;1571
403;UBATE;SUTATAUSA ;99;LAS PEÑAS;2;2;188
404;SABANA CENTRO ;TABIO ;0;CASA DE LA CULTURA ;16;48;2740
405;SABANA CENTRO ;TABIO ;0;POLIDEPORTIVO MUNICIPAL ;34;113;6146
406;UBATE;TAUSA ;0;CABECERA MUNICIPAL ;16;114;2157
407;UBATE;TAUSA ;99;EL SALITRE ;1;0;112
408;UBATE;TAUSA ;99;PARAMO ALTO ;1;1;40
409;TEQUENDAMA ;TENA ;0;CABECERA MUNICIPAL ;13;31;1901
410;TEQUENDAMA ;TENA ;99;LA GRAN VIA ;8;0;1280
411;SABANA CENTRO ;TENJO ;0;IED GENERAL SANTANDER ;21;0;3780
412;SABANA CENTRO ;TENJO ;0;POLIDEPORTIVO MUNICIPAL ;24;0;4290
413;SABANA CENTRO ;TENJO ;99;LA PUNTA ;4;0;619
414;SUMAPAZ;TIBACUY;0;CABECERA MUNICIPAL ;6;118;882
415;SUMAPAZ;TIBACUY;99;BATEAS;2;41;358
416;SUMAPAZ;TIBACUY;99;CUMACA ;5;61;736
417;ALMEIDAS;TIBIRITA ;0;CABECERA MUNICIPAL ;9;307;1531
418;ALTO MAGDALENA;TOCAIMA ;0;CABECERA MUNICIPAL ;37;423;5450
419;ALTO MAGDALENA;TOCAIMA ;99;PUBENZA;1;12;131
420;SABANA CENTRO ;TOCANCIPA ;1;COLEGIO SAN LUIS GONZAGA ;39;224;7999
421;SABANA CENTRO ;TOCANCIPA ;1;INS. EDUCATIVA LA FUENTE ;11;63;1998
422;SABANA CENTRO ;TOCANCIPA ;2;I.E. DPTAL TECNICO INDUSTRIAL ;25;104;4751
423;SABANA CENTRO ;TOCANCIPA ;2;INSTITUCION EDUCATIVA CANAVITA ;15;47;2732
424;RIONEGRO ;TOPAIPI ;0;CABECERA MUNICIPAL ;9;55;1646
425;RIONEGRO ;TOPAIPI ;99;EL NARANJAL ;2;6;409
426;RIONEGRO ;TOPAIPI ;99;SAN ANTONIO DE AGUILERA ;3;7;541
427;GUAVIO ;UBALA ;0;CABECERA MUNICIPAL ;17;247;2150
428;GUAVIO ;UBALA ;99;INSTITUCION EDUCATIVA LAS MARGARITAS ;1;1;68
429;GUAVIO ;UBALA ;99;INSTITUCION EDUCATIVA SOYA ;1;29;121
430;GUAVIO ;UBALA ;99;LA PLAYA ;1;38;114
431;GUAVIO ;UBALA ;99;LAGUNA AZUL ;2;23;209
432;GUAVIO ;UBALA ;99;MAMBITA ;3;68;421
433;GUAVIO ;UBALA ;99;PEÑAS BLANCAS ;1;7;48
434;GUAVIO ;UBALA ;99;SAN PEDRO DE JAGUA ;2;44;276
435;GUAVIO ;UBALA ;99;SANTA ROSA ;2;2;219
436;ORIENTE ;UBAQUE ;0;CABECERA MUNICIPAL ;17;240;2441
437;ORIENTE ;UBAQUE ;99;PUESTO VEREDA SABANILLA ;1;4;95
438;UBATE;UBATE ;1;SALON COMUNAL DE SAN IGNACIO ;11;52;1400
439;UBATE;UBATE ;1;SALON COMUNAL SAN JOSE;5;36;656
440;UBATE;UBATE ;1;UNIDAD BASICA ;7;26;1092
441;UBATE;UBATE ;1;UNIVERSIDAD DE CUNDINAMARCA ;25;190;4420
442;UBATE;UBATE ;2;COLISEO MUNICIPAL ;28;143;4493
443;UBATE;UBATE ;2;INSTITUTO BOLIVAR ;22;134;3547
444;UBATE;UBATE ;98;CARCEL;1;2;27
445;UBATE;UBATE ;99;GUATANCUY;3;4;336
446;ORIENTE ;UNE;0;CABECERA MUNICIPAL ;19;99;3372
447;ORIENTE ;UNE;99;EL RAMAL;1;2;29
448;GUALIVA ;UTICA;0;CABECERA MUNICIPAL ;14;445;2495
449;SUMAPAZ;VENECIA;0;CABECERA MUNICIPAL ;10;242;1386
450;SUMAPAZ;VENECIA;99;APOSENTOS ;1;23;109
451;SUMAPAZ;VENECIA;99;ESCUELA LAS BRISAS ;1;1;53
452;SUMAPAZ;VENECIA;99;LAS MERCEDES ;1;4;56
453;GUALIVA ;VERGARA ;0;CABECERA MUNICIPAL ;15;284;1840
454;GUALIVA ;VERGARA ;99;CERINZA;1;49;165
455;GUALIVA ;VERGARA ;99;CHONTEGRANDE ;2;9;208
456;GUALIVA ;VERGARA ;99;CORCEGA ;1;1;77
457;GUALIVA ;VERGARA ;99;GUACAMAYAS ;1;21;93
458;GUALIVA ;VERGARA ;99;LLANO GRANDE ;2;12;176
459;GUALIVA ;VERGARA ;99;VILLA OLARTE (FLANDES);1;39;110
460;MAGDALENA CENTRO ;VIANI ;0;CABECERA MUNICIPAL ;12;155;1844
461;RIONEGRO ;VILLAGOMEZ;0;CABECERA MUNICIPAL ;6;95;944
462;RIONEGRO ;VILLAGOMEZ;99;CERRO AZUL ;1;37;109
463;ALMEIDAS;VILLAPINZON ;0;CABECERA MUNICIPAL ;39;154;7369
464;GUALIVA ;VILLETA ;1;ESCUELA LA VALENCIA ;18;333;2874
465;GUALIVA ;VILLETA ;1;SENA ;16;319;2683
466;GUALIVA ;VILLETA ;2;CONC. POLICARPA SALAVARRIETA ;17;310;2755
467;GUALIVA ;VILLETA ;2;ESCUELA CARLOS LLERAS ;15;242;2115
468;GUALIVA ;VILLETA ;98;CARCEL MUNICIPAL;1;0;6
469;GUALIVA ;VILLETA ;99;BAGAZAL ;3;31;366
470;GUALIVA ;VILLETA ;99;CHAPAIMA ;1;0;86
471;GUALIVA ;VILLETA ;99;ILO GRANDE ;1;16;47
472;TEQUENDAMA ;VIOTA ;0;CABECERA MUNICIPAL ;25;170;3274
473;TEQUENDAMA ;VIOTA ;99;BRASIL ;3;0;403
474;TEQUENDAMA ;VIOTA ;99;EL PIÑAL;1;8;146
475;TEQUENDAMA ;VIOTA ;99;SAN GABRIEL ;4;11;369
476;RIONEGRO ;YACOPI;0;CABECERA MUNICIPAL ;17;22;2567
477;RIONEGRO ;YACOPI;99;ALSACIA ;2;2;189
478;RIONEGRO ;YACOPI;99;ALTO DE CAÑAS;1;0;104
479;RIONEGRO ;YACOPI;99;APOSENTOS ;1;1;200
480;RIONEGRO ;YACOPI;99;CABO VERDE;1;0;75
481;RIONEGRO ;YACOPI;99;EL CHAPON (LAS LOMAS);1;0;61
482;RIONEGRO ;YACOPI;99;GUADUALITO ;2;3;344
483;RIONEGRO ;YACOPI;99;GUAYABALES ;2;1;171
484;RIONEGRO ;YACOPI;99;IBAMA ;2;2;282
485;RIONEGRO ;YACOPI;99;LLANO MATEO ;3;6;359
486;RIONEGRO ;YACOPI;99;PATEVACA ;3;2;434
487;RIONEGRO ;YACOPI;99;PUEBLO NUEVO ;1;0;72
488;RIONEGRO ;YACOPI;99;TERAN ;2;0;223
489;SABANA OCCIDENTE ;ZIPACON ;0;CABECERA MUNICIPAL ;10;80;1719
490;SABANA OCCIDENTE ;ZIPACON ;99;EL OCASO ;4;14;552
491;SABANA CENTRO ;ZIPAQUIRA ;1;COLEGIO RAFAEL POMBO;21;52;3841
492;SABANA CENTRO ;ZIPAQUIRA ;1;ESCUELA QUEVEDO Z;39;211;7908
493;SABANA CENTRO ;ZIPAQUIRA ;1;I.E. DPTAL DE CUNDINAMARCA ;31;97;5534
494;SABANA CENTRO ;ZIPAQUIRA ;1;SEDE EDU SIMON BOLIVAR;32;157;6393
495;SABANA CENTRO ;ZIPAQUIRA ;2;CAMI PAUZ;6;22;1214
496;SABANA CENTRO ;ZIPAQUIRA ;2;COLEGIO LICEO INTEGRADO ;49;238;9723
497;SABANA CENTRO ;ZIPAQUIRA ;2;GABRIELA MISTRAL SEDE NUEVA ;19;67;3561
498;SABANA CENTRO ;ZIPAQUIRA ;2;INST. EDUC, SANTIAGO PEREZ ;37;208;7239
499;SABANA CENTRO ;ZIPAQUIRA ;90;I.E. DPTAL TECNICO INDUSTRIAL ;10;107;3654
500;SABANA CENTRO ;ZIPAQUIRA ;98;CARCEL ;1;0;21
501;SABANA CENTRO ;ZIPAQUIRA ;99;CORREGIMIENTO 1 (SAN ISIDRO);3;0;349
502;SABANA CENTRO ;ZIPAQUIRA ;99;CORREGIMIENTO 2 (ESC BARANDILLAS);18;71;2998
503;SABANA CENTRO ;ZIPAQUIRA ;99;CORREGIMIENTO 3 (ESC SAN JORGE );3;9;546
